id,kode_kabupaten,nama_kabupaten,kode_kecamatan,nama_kecamatan,nama_variabel,jumlah,satuan,tahun
1,3216,KABUPATEN BEKASI,32.16.13,PEBAYURAN,DATA MASYARAKAT YANG  BERPARTISIPASI DALAM PEMBERDAYAAN MASYARAKAT DI KECAMATAN,280,ORANG,2024
